created_at,tweet_id,Location,tweet_text,screen_name,name,account_creation_date,urls,Likes,Retweet
2021-03-09 11:57:41,1369256072524005382,,"RT @snkr_twitr: GS Nike Dunk High SE ‘All-Star’

https://t.co/rDexeDRJj8

#AD https://t.co/QxQg8dfEzE",MJ23_Chicago,MJ23,Thu Jun 18 02:08:55 +0000 2015,"[{'url': 'https://t.co/rDexeDRJj8', 'expanded_url': 'https://bit.ly/3elHP5D', 'display_url': 'bit.ly/3elHP5D', 'indices': [49, 72]}]",0,0
2021-03-09 11:57:38,1369256060150837260,,"RT @snkr_twitr: Nike Dunk High SE ‘All-Star’ on JD UK 

https://t.co/XN3z6AuQta

#AD https://t.co/WaWt7Q7Fpf",MJ23_Chicago,MJ23,Thu Jun 18 02:08:55 +0000 2015,"[{'url': 'https://t.co/XN3z6AuQta', 'expanded_url': 'https://bit.ly/2PDXGSM', 'display_url': 'bit.ly/2PDXGSM', 'indices': [56, 79]}]",0,3
2021-03-09 11:57:36,1369256051317612553,Negeria,@Bet9jaOfficial Salah he no Nike logo on his shirt while Fulham player has no addidas logo on his shocks.,candyprince6,Just Prince 🏵,Fri Nov 02 15:01:33 +0000 2012,[],0,0
2021-03-09 11:57:35,1369256047601389569,,@Nike when will you have more of these in stock please? @nikestore https://t.co/2IrHYFl4Cr,Cr7griff23,Lee,Sun Jun 09 06:59:00 +0000 2013,[],0,0
2021-03-09 11:57:28,1369256014705528835,,"RT @snkr_twitr: Sizes 11+ on Nordstrom: Jordan 1 Mid SE ‘ASW’

https://t.co/MnIoUGvFHn

#AD https://t.co/5jGYPIDlUA",MJ23_Chicago,MJ23,Thu Jun 18 02:08:55 +0000 2015,"[{'url': 'https://t.co/MnIoUGvFHn', 'expanded_url': 'https://bit.ly/38nNQuM', 'display_url': 'bit.ly/38nNQuM', 'indices': [63, 86]}]",0,5
2021-03-09 11:57:17,1369255968526188544,,RT @SneakerScouts: #ad The Nike Zoom Freak 2 PE 'Midnight Navy/Poison Green' is now available via @FinishLine! |$130| #SneakerScouts @Giann…,MJ23_Chicago,MJ23,Thu Jun 18 02:08:55 +0000 2015,[],0,2
2021-03-09 11:57:12,1369255950192902149,,"RT @promoSpricedrop: Join our Facebook group for more deals! ➡️➡️➡️https://t.co/WOLh5dDsR9⬅️⬅️⬅️
✅#DEALS
✅#FREEBIES
✅#SAMPLES
✅#COUPONS
✅#P…",Mehmet30220994,Mehmet,Wed Feb 17 14:21:54 +0000 2021,"[{'url': 'https://t.co/WOLh5dDsR9', 'expanded_url': 'https://bit.ly/38G00yj', 'display_url': 'bit.ly/38G00yj', 'indices': [67, 90]}]",0,18
2021-03-09 11:57:12,1369255948926279685,Worldwide,"RT @FRSHSneaks: Sizes adding to cart: Nike Air Force 1 '07 ""Popcorn"" via Offspring: 

-&gt; https://t.co/mL5p2Oc5Y0 https://t.co/T7PTufN5xe",RayVsJonez,SUCCESSFUL,Fri Jan 08 04:42:08 +0000 2010,"[{'url': 'https://t.co/mL5p2Oc5Y0', 'expanded_url': 'https://tidd.ly/3sWZ55a', 'display_url': 'tidd.ly/3sWZ55a', 'indices': [92, 115]}]",0,1
2021-03-09 11:57:04,1369255914956615687,United Kingdom,"RT @PluggedGlobal: Nike SB Dunk Low VX1000

UK3.5 - UK12 Available ✅

Prices Starting From £399.99

DM For Purchase Info 📥: https://t.co/lj…",cloutjordy,2021Vlone,Sun Dec 16 21:57:57 +0000 2018,[],0,1
2021-03-09 11:57:02,1369255909071888387,ハウス。,"RT @LuisGatTWI: Kei Nishikori on #Federer wearing Uniqlo: ""Still looks weird. He's my idol. Used to see him with Nike for so many years. It…",E_ncho_2,かいだ・ヘイゼル・るい,Mon Jan 25 17:55:35 +0000 2010,[],0,24
2021-03-09 11:57:02,1369255905607450626,United Kingdom,"RT @PluggedGlobal: Nike Jordan 1 Low PRM Smoke Grey Elephant 

UK6 - UK12 Available ✅

Prices Starting From £179.99

DM For Purchase Info 📥…",cloutjordy,2021Vlone,Sun Dec 16 21:57:57 +0000 2018,[],0,0
2021-03-09 11:56:50,1369255856936779778,,That fella with the flippers modelling for Nike @ROUNDTHEBEND__ https://t.co/1XGeeq3WvX,samj612,Sam Jones,Wed Jan 26 15:45:20 +0000 2011,[],0,0
2021-03-09 11:56:48,1369255849814876162,,RT @SneakerScouts: #ad The Nike Air Force 1 LV8 'Worldwide/Volt' is now available via @snipes_usa! |$110| #SneakerScouts @Nike https://t.co…,MJ23_Chicago,MJ23,Thu Jun 18 02:08:55 +0000 2015,[],0,1
2021-03-09 11:56:48,1369255848518836225,,"RT @SneakerPings: Tomorrow we will see the release of the Nike Dunk Hi ""All Star."" Retail is set at $110 and is looking to be very profitab…",pawasl33t,pawasl33t,Sun Mar 01 17:27:47 +0000 2020,[],0,79
2021-03-09 11:56:44,1369255830609084416,,RT @bestoffnike: Nike Air VaporMax 2019 SE https://t.co/wNDl2mhP46,_LeandroMendes,- Leo 🐧,Fri Jul 11 22:51:08 +0000 2014,[],0,320
2021-03-09 11:56:36,1369255799084752898,Toronto,RT @StreetFashion01: NIKE Logo Timeline🔍 https://t.co/LhhOJsKTdx,KojoBoy_,Kojo Casanova 🏗| 📈,Sun Apr 25 23:10:14 +0000 2010,[],0,124
2021-03-09 11:56:35,1369255792893911043,,"RT @SneakerSpecial: Nike Dunk High ""Syracuse""
Release Date: Mar 10th, 2021 (Wednesday)
Mens: $120
https://t.co/uVr5hdr3ys https://t.co/nq0B…",MJ23_Chicago,MJ23,Thu Jun 18 02:08:55 +0000 2015,"[{'url': 'https://t.co/uVr5hdr3ys', 'expanded_url': 'http://bit.ly/2fVYd00', 'display_url': 'bit.ly/2fVYd00', 'indices': [98, 121]}]",0,2
2021-03-09 11:56:28,1369255762862764035,"Orlando, Florida","RT @Killatone407: @darealbabyzane Love to see you in that @Nike SPACE UNIFORM 🚀👀 @UCF_Recruiting 
@mzdurant01 https://t.co/o3OyLBnjbY",mzdurant01,Rojina Durant,Sat Nov 05 23:35:01 +0000 2011,[],0,1
2021-03-09 11:56:22,1369255737491402753,,RT @SneakerScouts: #ad The Nike Women's Waffle Racer 2X 'Summit White/Volt' is now available via @FinishLine for $90! (use code SPRINGKICKI…,MJ23_Chicago,MJ23,Thu Jun 18 02:08:55 +0000 2015,[],0,1
2021-03-09 11:56:19,1369255727689261056,,RT @SneakerScouts: #ad The Nike Air Max 90 'Recycled Felt' is now available via @FinishLine for $120! (use code SPRINGKICKINS - retail $130…,MJ23_Chicago,MJ23,Thu Jun 18 02:08:55 +0000 2015,[],0,1
2021-03-09 11:56:04,1369255663646498817,"Toronto, Ontario",@mavie76 @runottawa @iFit @Nike Nice run! Nothing stop you 👍💪👊,Wei72134701,Wei🥊🏃🇨🇦,Wed Oct 21 18:20:16 +0000 2020,[],0,0
2021-03-09 11:56:02,1369255657451438085,"London, England","Possibly One Of The Best Jordan Pieces To Date? 👀
Dropped in 2 Colorways at Nike! 🔥

Black &gt;… https://t.co/h4GgOZJ1B7",thesolestyle,The Sole Style,Tue Jan 10 23:48:21 +0000 2017,"[{'url': 'https://t.co/h4GgOZJ1B7', 'expanded_url': 'https://twitter.com/i/web/status/1369255657451438085', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [97, 120]}]",1,0
2021-03-09 11:55:54,1369255622215163905,関西やで〜🎶,@yomei2020 NIKE,kAmG2Cis8u88xTE,まい＆なぴ,Tue Mar 31 05:35:48 +0000 2020,[],0,0
2021-03-09 11:55:49,1369255602082488331,931 ,"RT @Nike: Black women are rarely recognized for the hard work they put in. It’s not just magic, they are the real thing. 

Join us in celeb…",VonnaDe,VonnaDe🦋,Sat Aug 13 18:57:55 +0000 2011,[],0,4495
2021-03-09 11:55:49,1369255601973456897,"Chelsea, London SW6","Chatting False Kai, the leaked Nike kit and Tchouaméni in today’s #LetsTalkChelsea! See you soon. ☕️💙 https://t.co/o5xyOLTbQx",SonOfChelsea,Daniel Childs,Sat Oct 15 01:31:17 +0000 2011,[],3,0
2021-03-09 11:55:46,1369255588467769346,Ireland,"RT @TheSoleWomens: HUGE GIVEAWAY! We're giving away a pair of the Nike Dunk Low Retro White/Black to one lucky winner. 🔥

The rules are sim…",Justeeunefillee,aicha,Sat Feb 18 14:39:16 +0000 2012,[],0,598
2021-03-09 11:55:42,1369255573636722693,Naaaarich,@Nike Fuck me they look like something you get at Hollywood bowl,Kel_Haywood,Kel Haywood,Fri Sep 07 21:28:23 +0000 2012,[],0,0
2021-03-09 11:55:40,1369255562236542978,"North Carolina, USA","RT @sneakerfiles: Nike Air Force 1 Shadow ‘White Gold’ Releasing Soon
https://t.co/vggx1aMGxJ https://t.co/Qj5ON8vNtc",djpettiford74,shaDowm@n,Tue May 05 13:07:13 +0000 2009,"[{'url': 'https://t.co/vggx1aMGxJ', 'expanded_url': 'https://www.sneakerfiles.com/nike-air-force-1-shadow-white-metallic-gold-silver-dm3064-100-release-date-info/', 'display_url': 'sneakerfiles.com/nike-air-force…', 'indices': [70, 93]}]",0,3
2021-03-09 11:55:28,1369255513679163394,"Virginia, USA",I lowkey want a pair of Nike Blazers... are they even in production?!,ebony1nicole,Oochie Wally,Mon Dec 01 20:47:05 +0000 2008,[],0,0
2021-03-09 11:55:25,1369255500395601925,,"RT @HYPEBEAST: The King's early pair comes marked with notations that read ""Black Lives Matter"", ""LEBRON"", and more. https://t.co/We4J4Y6vii",bocchicuri,ぼっちくり👑,Sun Jan 31 09:29:49 +0000 2021,"[{'url': 'https://t.co/We4J4Y6vii', 'expanded_url': 'https://hypebeast.com/2021/3/virgil-abloh-lebron-james-off-white-nike-air-force-1-low-yellow?utm_term=Autofeed&utm_campaign=twitter_post&utm_medium=social&utm_source=Twitter#Echobox=1615266507', 'display_url': 'hypebeast.com/2021/3/virgil-…', 'indices': [117, 140]}]",0,5
2021-03-09 11:55:24,1369255494506983432,,"RT @TheSoleWomens: HUGE GIVEAWAY! We're giving away a pair of the Nike Dunk Low Retro White/Black to one lucky winner. 🔥

The rules are sim…",hv_1117,Hue,Sat Mar 20 00:32:36 +0000 2010,[],0,598
2021-03-09 11:55:20,1369255477608132609,,"RT @SneakerShouts: Dropping at 8am EST. 🍿
Nike Air Force 1 Low ""Popcorn"" via Rule of Next 

BUY HERE: https://t.co/6QjaoggkDA https://t.co/…",MJ23_Chicago,MJ23,Thu Jun 18 02:08:55 +0000 2015,"[{'url': 'https://t.co/6QjaoggkDA', 'expanded_url': 'https://bit.ly/30mQpsI', 'display_url': 'bit.ly/30mQpsI', 'indices': [102, 125]}]",0,1
2021-03-09 11:55:04,1369255411501694982,Rhode Island,"Dropping at 8am EST. 🍿
Nike Air Force 1 Low ""Popcorn"" via Rule of Next 

BUY HERE: https://t.co/6QjaoggkDA https://t.co/4ESrL2cg6p",SneakerShouts,Sneaker Shouts™,Thu Nov 15 01:17:15 +0000 2012,"[{'url': 'https://t.co/6QjaoggkDA', 'expanded_url': 'https://bit.ly/30mQpsI', 'display_url': 'bit.ly/30mQpsI', 'indices': [83, 106]}]",5,1
2021-03-09 11:55:03,1369255406250438661,London,"Work up a sweat with the new Nike exercise gear! 💦

Bottle Bag &gt; https://t.co/30DoNtan4e
Push Up Grips &gt;… https://t.co/yAORG6ZiKN",thesolestuff,The Sole Stuff,Fri Sep 25 15:05:25 +0000 2020,"[{'url': 'https://t.co/30DoNtan4e', 'expanded_url': 'http://solesupplier.co/3aSkFSk', 'display_url': 'solesupplier.co/3aSkFSk', 'indices': [68, 91]}, {'url': 'https://t.co/yAORG6ZiKN', 'expanded_url': 'https://twitter.com/i/web/status/1369255406250438661', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]",2,0
2021-03-09 11:54:33,1369255280702324742,"Abuja, Nigeria","RT @SoleRetriever: Supreme x Nike Apparel Collection releases March 11th ✔️ 

https://t.co/wbnY8rwFAk https://t.co/iOmoIL8NBX",OsmKicks,Outta Space Mutants(OSM)🚀,Sat Feb 24 17:11:32 +0000 2018,"[{'url': 'https://t.co/wbnY8rwFAk', 'expanded_url': 'https://www.supremenewyork.com/news', 'display_url': 'supremenewyork.com/news', 'indices': [78, 101]}]",0,17
2021-03-09 11:54:31,1369255272762531847,,"RT @BootsTondu: Tuesday’s Showcase Boots for #ShirtsForBradley. 

Nike Hypervenom Size 4 and Adidas Kids Size 13 both in Excellent Conditio…",gecharlesworth,Graham Charlesworth,Tue Nov 30 15:37:29 +0000 2010,[],0,2
2021-03-09 11:54:23,1369255241200398338,Mind Games,"RT @HYPEBEAST: The King's early pair comes marked with notations that read ""Black Lives Matter"", ""LEBRON"", and more. https://t.co/We4J4Y6vii",Fafali_S,Fafali®,Fri Jan 31 15:26:50 +0000 2014,"[{'url': 'https://t.co/We4J4Y6vii', 'expanded_url': 'https://hypebeast.com/2021/3/virgil-abloh-lebron-james-off-white-nike-air-force-1-low-yellow?utm_term=Autofeed&utm_campaign=twitter_post&utm_medium=social&utm_source=Twitter#Echobox=1615266507', 'display_url': 'hypebeast.com/2021/3/virgil-…', 'indices': [117, 140]}]",0,5
2021-03-09 11:54:11,1369255190008889347,"Amarante, Portugal",RT @bestoffnike: Nike Air VaporMax 2019 SE https://t.co/wNDl2mhP46,aziamenos,Leander,Sat Mar 15 15:00:57 +0000 2014,[],0,320
2021-03-09 11:54:08,1369255176708702213,KL,"RT @LuisGatTWI: Kei Nishikori on #Federer wearing Uniqlo: ""Still looks weird. He's my idol. Used to see him with Nike for so many years. It…",lavenderRF20,Sharon Lee,Fri May 24 05:15:39 +0000 2013,[],0,24
2021-03-09 11:54:05,1369255165824557061,Westside Oklas ,"RT @Ovrnundr: Union Los Angeles confirms @jumpman23 and @nike collaborations will release 2021

Photo credit @complexsneakers https://t.co/…",VictoriousXL,V1c Dam0ne Jr.,Tue Nov 01 00:17:32 +0000 2011,[],0,37
2021-03-09 11:54:04,1369255159054893059,"Santos, Brasil",RT @Shtreetwear: Cactus Plant Flea Market x Nike Vapormax (2019) https://t.co/q84G3D3bRf,Raphaeeel197,Raphael,Fri Sep 02 04:10:24 +0000 2016,[],0,10
2021-03-09 11:54:03,1369255155649179648,Nashville/Pittsburgh,It’s like he came back and forgot time moved on when he left the first time. He’s at practice with a CD player and… https://t.co/pt5i0fG1k6,RamonFoster,Ramon Foster,Thu Mar 13 22:11:22 +0000 2014,"[{'url': 'https://t.co/pt5i0fG1k6', 'expanded_url': 'https://twitter.com/i/web/status/1369255155649179648', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",5,0
2021-03-09 11:53:59,1369255139522076674,Victoria Concordia Crescit,Starboys sign with Nike and Adidas. Saka signing for NB &lt;,SlevinIII,ESRenal,Thu Dec 24 11:02:06 +0000 2015,[],0,0
2021-03-09 11:53:41,1369255063101841408,"Sacramento, CA","Nike Air Max 95 Releasing in Black and Grey
https://t.co/eSejdNCkN3 https://t.co/hj34GXxO0Y",sneakerfiles,SneakerFiles.com,Wed Oct 08 18:45:57 +0000 2008,"[{'url': 'https://t.co/eSejdNCkN3', 'expanded_url': 'https://www.sneakerfiles.com/nike-air-max-95-dm2816-001-release-date-info/', 'display_url': 'sneakerfiles.com/nike-air-max-9…', 'indices': [44, 67]}]",1,0
2021-03-09 11:53:36,1369255044252631045,,"@4hQpheQwMnIY3lH Hi, @4hQpheQwMnIY3lH! Fitbit doesn't have integration with Nike running app yet. Here's an existin… https://t.co/2c8zBxRUxA",FitbitSupport,Fitbit Support,Fri Jan 27 23:09:01 +0000 2012,"[{'url': 'https://t.co/2c8zBxRUxA', 'expanded_url': 'https://twitter.com/i/web/status/1369255044252631045', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,0
2021-03-09 11:53:30,1369255017522335747,New York x Los Angeles,"You'll Need the Luck of the Irish to Cop Nike's Air Max 90 ""St. Patrick's Day"" https://t.co/kzNeQJXNW8 https://t.co/3fniVQbwE6",Sneakerholics,Addicted to Kicks,Mon Jul 25 20:13:20 +0000 2011,"[{'url': 'https://t.co/kzNeQJXNW8', 'expanded_url': 'https://ift.tt/38qlpMZ', 'display_url': 'ift.tt/38qlpMZ', 'indices': [79, 102]}]",0,0
2021-03-09 11:53:29,1369255015395819527,,"RT @GOT7wPhoenixS: Listen to #ONEINAMILLION by #MarkTuan on this Spotify Playlist and keep the song trending!

https://t.co/gAe6iDtN0A

""NI…",GOT7wPhoenix,GOT7.with.Phoenix,Tue Nov 05 19:40:05 +0000 2019,"[{'url': 'https://t.co/gAe6iDtN0A', 'expanded_url': 'https://open.spotify.com/playlist/78uVXhnr6tGbSdptRIps0c', 'display_url': 'open.spotify.com/playlist/78uVX…', 'indices': [111, 134]}]",0,6
2021-03-09 11:53:15,1369254953265602560,she/her,RT @rapperhao: Time for converse and nike to bring these back I need them woozi shoes https://t.co/qJrfeUxADC,mavi_howoo,mavi☾*‧₊,Sat Aug 19 19:37:08 +0000 2017,[],0,114
2021-03-09 11:53:03,1369254906364792833,,@gretzky_dwayne Gotta save them points for the games that count #shlhockey,kickz_nike,Nike Kickz,Mon Dec 07 13:58:38 +0000 2020,[],0,0
2021-03-09 11:52:54,1369254866456084487,"Toronto, Ontario","The Top 5 Game Show... is back.

In this week's edition, American contributor @hornekerjustin takes on defending ch… https://t.co/UJqfSBlfmA",theXCorg,The XC,Tue Apr 23 20:44:07 +0000 2019,"[{'url': 'https://t.co/UJqfSBlfmA', 'expanded_url': 'https://twitter.com/i/web/status/1369254866456084487', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,0
2021-03-09 11:52:34,1369254783048155138,Umeå ✈ Torino ✈ Transilvania,"RT @TrackSneakLeaks: The Nike Zoom Fly 4 has the same midsole and outsole, but a new upper (via TC1990 Niketalk) https://t.co/bDGGu77zT6",gavril_run,Stefan Iulius Gavril,Tue Apr 20 15:23:08 +0000 2010,[],0,5
2021-03-09 11:52:20,1369254726240530433,,RT @LILUZIVERT: I wear nike and adidas @ the same damn time!!!!! 🦇,_DatB01_,Jack Brown,Thu Oct 20 09:21:51 +0000 2016,[],0,10889
2021-03-09 11:52:20,1369254723216416770,"Araruama, Brasil",RT @bestoffnike: Nike Air Max 270 React https://t.co/JQXCnYfTcw,VnOficiall,Anchieta ,Fri Oct 21 10:56:13 +0000 2016,[],0,81
2021-03-09 11:52:19,1369254718220959751,"Macaé, Brasil",RT @bestoffnike: Nike Air VaporMax 2019 SE https://t.co/wNDl2mhP46,Dlacruz_22,🙄,Tue Nov 10 20:37:03 +0000 2020,[],0,320
2021-03-09 11:52:18,1369254718166425600,,I’m ready to do the playoff hockey #shlhockey,kickz_nike,Nike Kickz,Mon Dec 07 13:58:38 +0000 2020,[],0,0
2021-03-09 11:52:15,1369254702630768652,España Espainia Espanya ,"NIKE REBAJAS OUTLET.
  https://t.co/TQlVlWo8tz",chollosoutlet,Oferta ChollosOutlet,Thu Mar 13 18:13:36 +0000 2014,"[{'url': 'https://t.co/TQlVlWo8tz', 'expanded_url': 'https://chollosoutlet.es/nike-rebajas-outlet/', 'display_url': 'chollosoutlet.es/nike-rebajas-o…', 'indices': [23, 46]}]",0,0
2021-03-09 11:52:11,1369254687325753344,Carol City,Caught the last Nike mask at 6 in the morning 🤣,QuanBroke,#LLP4L,Wed Mar 07 04:52:22 +0000 2012,[],0,0
2021-03-09 11:52:11,1369254685622886401,Birmingham,"RT @HYPEBEAST: The King's early pair comes marked with notations that read ""Black Lives Matter"", ""LEBRON"", and more. https://t.co/We4J4Y6vii",N33EEJ,𝐍͟͟ 𝐇͟͟ ૐ-ᵐᶜᵐˣˣˣⁱᵛ,Tue Feb 08 15:57:29 +0000 2011,"[{'url': 'https://t.co/We4J4Y6vii', 'expanded_url': 'https://hypebeast.com/2021/3/virgil-abloh-lebron-james-off-white-nike-air-force-1-low-yellow?utm_term=Autofeed&utm_campaign=twitter_post&utm_medium=social&utm_source=Twitter#Echobox=1615266507', 'display_url': 'hypebeast.com/2021/3/virgil-…', 'indices': [117, 140]}]",0,5
2021-03-09 11:52:05,1369254660662525952,Leicester UK,"N I K E  A I R  M A X  1  L V 8

L A S T  F E W  P A I R S

https://t.co/WxZiC5nanN

#nike #nikeairmax1 #max1… https://t.co/B4fg4mbP62",wellgosh,wellgosh,Sat Feb 28 14:38:53 +0000 2009,"[{'url': 'https://t.co/WxZiC5nanN', 'expanded_url': 'https://wellgosh.com/nike-air-max-1-lv8-white-dark-teal-green-dh4059-101.html', 'display_url': 'wellgosh.com/nike-air-max-1…', 'indices': [60, 83]}, {'url': 'https://t.co/B4fg4mbP62', 'expanded_url': 'https://twitter.com/i/web/status/1369254660662525952', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [111, 134]}]",0,0
2021-03-09 11:51:43,1369254570149437441, Terra prometida 🕊🥈,RT @bestoffnike: Nike Air VaporMax 2019 SE https://t.co/wNDl2mhP46,Fiel_57,Fael,Sat Nov 28 21:39:32 +0000 2020,[],0,320
2021-03-09 11:51:31,1369254518614093830,,"RT @BootsTondu: Tuesday’s Showcase Boots for #ShirtsForBradley. 

Nike Hypervenom Size 4 and Adidas Kids Size 13 both in Excellent Conditio…",woody773,Woody,Tue May 03 20:13:38 +0000 2011,[],0,2
2021-03-09 11:51:28,1369254505880158210,"London, England","RT @standardnews: He was last seen wearing a black tracksuit, blue Nike trainers and a blue and grey coat.   https://t.co/lXd8BQMsgU",ZaqueuQuinto,Black Lives Matter 🇬🇭🇬🇧,Wed Aug 04 11:41:30 +0000 2010,"[{'url': 'https://t.co/lXd8BQMsgU', 'expanded_url': 'https://bit.ly/2N0kzis', 'display_url': 'bit.ly/2N0kzis', 'indices': [109, 132]}]",0,22
2021-03-09 11:51:24,1369254489941741573,Texas,Check out this listing I just added to my #Poshmark closet: Nike kids Huarache. https://t.co/sdVpktTmN8 #shopmycloset @poshmarkapp,sarah_boyd1,sarah boyd,Mon Jul 29 01:09:24 +0000 2013,"[{'url': 'https://t.co/sdVpktTmN8', 'expanded_url': 'https://poshmark.com/listing/5ffd8f0dcb692c8974b6a9e5?utm_campaign=referral_code%3DSARAH_A_BOYD&utm_source=tw_sh&utm_content=feature%3Dsh_li_el_ios%26rfuid%3Dext1%3A40a1147b-c7f0-4005-bb7a-0c338f507ccd%26ext_trk%3Dbranch', 'display_url': 'poshmark.com/listing/5ffd8f…', 'indices': [80, 103]}]",0,0
2021-03-09 11:51:22,1369254480202637319,,@The_Kitsman As a referee all of my shirts the Nike logo has been white. But I could see this happening at higher levels,oliviap711,Olivia,Tue Mar 25 19:58:35 +0000 2014,[],1,0
2021-03-09 11:51:19,1369254467959406594,St Helens,@LaganMakin Darcie loves her Nike Phantoms ... not that they’ve been on for a while😢. Back into it ? ⚽️👊🏼👍🏼,PLynan,Paul Lynan,Sun Jan 27 07:58:02 +0000 2013,[],0,0
2021-03-09 11:50:56,1369254371683311619,,"Nike Dunk SB Low Diamond Supply Co. ""Tiffany""
https://t.co/NpOs46jfSV https://t.co/vSe51A7KF1",sneaker4lifecom,Sneaker4life,Mon Apr 01 11:19:14 +0000 2013,"[{'url': 'https://t.co/NpOs46jfSV', 'expanded_url': 'https://stockx.pvxt.net/qJVkO', 'display_url': 'stockx.pvxt.net/qJVkO', 'indices': [46, 69]}]",4,0
2021-03-09 11:50:48,1369254336925233153,"England, United Kingdom","RT @TheSoleWomens: HUGE GIVEAWAY! We're giving away a pair of the Nike Dunk Low Retro White/Black to one lucky winner. 🔥

The rules are sim…",kxngcezzie,Cerys.,Mon Jul 31 19:28:44 +0000 2017,[],0,598
2021-03-09 11:50:46,1369254329664729088,Texas,Check out this listing I just added to my #Poshmark closet: Nike leggings. https://t.co/l1PTU8Wduq #shopmycloset @poshmarkapp,sarah_boyd1,sarah boyd,Mon Jul 29 01:09:24 +0000 2013,"[{'url': 'https://t.co/l1PTU8Wduq', 'expanded_url': 'https://poshmark.com/listing/5ff6f71567bd9177dadbcd1c?utm_campaign=referral_code%3DSARAH_A_BOYD&utm_source=tw_sh&utm_content=feature%3Dsh_li_el_ios%26rfuid%3Dext1%3A40a1147b-c7f0-4005-bb7a-0c338f507ccd%26ext_trk%3Dbranch', 'display_url': 'poshmark.com/listing/5ff6f7…', 'indices': [75, 98]}]",0,0
2021-03-09 11:50:45,1369254327198564355,"Ikeja, Nigeria","@Retrogodammed I know, but compared to Nike and Adidas sha
He no go be Starboy",Oniofafrica,misfit,Sun Jan 17 10:15:48 +0000 2016,[],0,0
2021-03-09 11:50:41,1369254309582495744,,RT @ItsHippyPotter: Blonded for @Nike SS21 😅✨ #BIGSWOOSH https://t.co/owxihGzDQT,lunamodela,cee la luna 🦋,Fri Nov 26 05:27:14 +0000 2010,[],0,20
2021-03-09 11:50:37,1369254293103128577,Republic of PEACEMINUSONE,"RT @HYPEBEAST: The King's early pair comes marked with notations that read ""Black Lives Matter"", ""LEBRON"", and more. https://t.co/We4J4Y6vii",dyeeanadia_,Nadia Lee,Sat Dec 08 20:36:20 +0000 2012,"[{'url': 'https://t.co/We4J4Y6vii', 'expanded_url': 'https://hypebeast.com/2021/3/virgil-abloh-lebron-james-off-white-nike-air-force-1-low-yellow?utm_term=Autofeed&utm_campaign=twitter_post&utm_medium=social&utm_source=Twitter#Echobox=1615266507', 'display_url': 'hypebeast.com/2021/3/virgil-…', 'indices': [117, 140]}]",0,5
2021-03-09 11:50:37,1369254291710611456,,@GovUgwuanyiNews @Coal_City I feel holyghost needs the flyover more than the Nike lake T-junction. A wider dual car… https://t.co/CEdiuJ2Owv,OdotubongUmoh,Odumoh,Sun Nov 01 15:07:04 +0000 2020,"[{'url': 'https://t.co/CEdiuJ2Owv', 'expanded_url': 'https://twitter.com/i/web/status/1369254291710611456', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,0
2021-03-09 11:50:35,1369254283288444929,,RT @kiddykay77: Ha ha ha...someone on Weibo asked if Yibo can do barefoot in the future! The price of Nike shoes wearing by Yibo have seen…,sask0109,🍀💚🌴🍍💚🍀,Sun Sep 08 14:23:51 +0000 2013,[],0,25
2021-03-09 11:50:33,1369254274694328321,,The team should authoritatively disseminate the collaboration and idea-sharing to become the Nike of the industry.,SUPERKONSULTANT,SUPER CONSULTANT,Sat Jun 24 11:59:03 +0000 2017,[],0,0
2021-03-09 11:50:25,1369254241534152705,Fuck it,"1. The nike sign on his shirt SALA
2. the black nike label down his shirt 
3. The ball. https://t.co/NTiDw6bhH8",jezzyblaze,Chris,Tue May 31 08:41:03 +0000 2011,"[{'url': 'https://t.co/NTiDw6bhH8', 'expanded_url': 'https://twitter.com/Bet9jaOfficial/status/1369253639160795136', 'display_url': 'twitter.com/Bet9jaOfficial…', 'indices': [88, 111]}]",0,0
2021-03-09 11:50:18,1369254211817529349,"Lagos, Nigeria",@Bet9jaOfficial The NIKE on salah top,Ebigide_juninho,Juninho Of Lagos👌😋🙏,Mon Apr 09 00:03:32 +0000 2018,[],0,0
2021-03-09 11:50:10,1369254180993564673,en busca y captura....,Literal @Nike https://t.co/2uhlrAxjl0 https://t.co/FIJbk7b1Ld,Creature_sliver,Creature,Tue Aug 31 19:34:42 +0000 2010,"[{'url': 'https://t.co/2uhlrAxjl0', 'expanded_url': 'https://twitter.com/laresistencia/status/1369241559250571266', 'display_url': 'twitter.com/laresistencia/…', 'indices': [14, 37]}]",0,0
2021-03-09 11:50:08,1369254171787067392,Argentina,RT @rapperhao: Time for converse and nike to bring these back I need them woozi shoes https://t.co/qJrfeUxADC,noinluv,ari* ya no se,Sat Sep 09 16:42:40 +0000 2017,[],0,114
